--- 2025-10-01_11-00-02 ---
iansari2 2.97523GB
kbae2 1.62097GB
root 0.614616GB
gdm 0.188915GB
pcp 0.057663GB
sfang6 0.0393105GB
polkitd 0.023571GB
dbus 0.00524139GB
avahi 0.00378036GB
colord 0.00363922GB
chrony 0.00295258GB
daemon 0.00262451GB
rtkit 0.00237656GB
rpc 0.00219727GB
dnsmasq 0.00179291GB
libstor+ 0.00166702GB

